iter	Passed	Remaining
466	1131	1290
467	1132	1287
468	1134	1284
469	1135	1280
470	1137	1277
471	1139	1274
472	1140	1270
473	1142	1267
474	1144	1265
475	1146	1262
476	1148	1259
477	1149	1255
478	1151	1252
479	1153	1249
480	1154	1245
481	1156	1242
482	1157	1239
483	1160	1236
484	1161	1233
485	1163	1230
486	1166	1228
487	1167	1225
488	1169	1222
489	1171	1219
490	1172	1215
491	1175	1213
492	1176	1210
493	1178	1207
494	1180	1203
495	1181	1200
496	1183	1197
497	1184	1194
498	1186	1191
499	1188	1188
500	1190	1185
501	1192	1182
502	1194	1179
503	1195	1176
504	1197	1173
505	1198	1170
506	1200	1167
507	1202	1164
508	1204	1162
509	1206	1159
510	1208	1155
511	1209	1152
512	1211	1149
513	1212	1146
514	1214	1143
515	1216	1140
516	1217	1137
517	1220	1135
518	1221	1132
519	1223	1129
520	1224	1126
521	1226	1123
522	1228	1120
523	1229	1117
524	1231	1114
525	1233	1111
526	1235	1108
527	1237	1105
528	1238	1103
529	1240	1100
530	1242	1097
531	1244	1094
532	1245	1091
533	1247	1088
534	1249	1085
535	1251	1083
536	1253	1080
537	1255	1077
538	1257	1075
539	1258	1072
540	1260	1069
541	1262	1066
542	1264	1064
543	1266	1061
544	1267	1058
545	1269	1055
546	1271	1052
547	1272	1049
548	1274	1047
549	1276	1044
550	1277	1041
551	1279	1038
552	1281	1036
553	1283	1033
554	1285	1030
555	1286	1027
556	1288	1024
557	1290	1022
558	1291	1019
559	1293	1016
560	1296	1014
561	1297	1011
562	1299	1008
563	1300	1005
564	1302	1002
565	1304	999
566	1305	997
567	1307	994
568	1309	992
569	1311	989
570	1313	986
571	1314	983
572	1316	981
573	1318	978
574	1319	975
575	1321	972
576	1322	969
577	1325	967
578	1327	965
579	1329	962
580	1331	960
581	1333	957
582	1335	955
583	1337	952
584	1340	950
585	1341	947
586	1343	945
587	1344	942
588	1346	939
589	1347	936
590	1349	933
591	1351	931
592	1352	928
593	1355	926
594	1356	923
595	1358	920
596	1360	918
597	1362	916
598	1364	913
599	1365	910
600	1367	907
601	1369	905
602	1371	902
603	1372	900
604	1374	897
605	1376	894
606	1377	892
607	1379	889
608	1381	886
609	1383	884
610	1385	882
611	1387	879
612	1388	876
613	1390	874
614	1392	871
615	1393	868
616	1395	866
617	1397	863
618	1399	861
619	1401	858
620	1402	856
621	1404	853
622	1406	850
623	1407	848
624	1409	845
625	1411	843
626	1414	841
627	1416	838
628	1418	836
629	1420	834
630	1422	831
631	1424	829
632	1426	826
633	1429	825
634	1431	822
635	1433	820
636	1435	817
637	1437	815
638	1440	813
639	1442	811
640	1444	809
641	1446	806
642	1451	805
643	1453	803
644	1456	801
645	1458	799
646	1460	797
647	1462	794
648	1464	792
649	1466	789
650	1467	786
651	1472	785
652	1473	783
653	1475	780
654	1477	777
655	1479	775
656	1480	773
657	1482	770
658	1486	769
659	1487	766
660	1490	764
661	1492	761
662	1494	759
663	1495	756
664	1497	754
665	1501	753
666	1504	750
667	1505	748
668	1507	745
669	1509	743
670	1510	740
671	1512	738
672	1515	736
673	1517	734
674	1519	731
675	1521	729
676	1523	726
677	1524	724
678	1526	721
679	1527	719
680	1530	717
681	1532	714
682	1534	712
683	1535	709
684	1537	707
685	1539	704
686	1540	702
687	1542	699
688	1544	697
689	1546	694
690	1548	692
691	1550	689
692	1552	687
693	1554	685
694	1556	682
695	1557	680
696	1559	677
697	1561	675
698	1563	673
699	1564	670
700	1566	668
701	1568	665
702	1569	663
703	1571	660
704	1572	658
705	1574	655
706	1577	653
707	1578	651
708	1580	648
709	1582	646
710	1583	643
711	1585	641
712	1586	638
713	1588	636
714	1591	634
715	1592	631
716	1594	629
717	1596	626
718	1597	624
719	1599	622
720	1601	619
721	1603	617
722	1605	614
723	1607	612
724	1608	610
725	1610	607
726	1611	605
727	1613	602
728	1615	600
729	1616	598
730	1618	595
731	1621	593
732	1622	591
733	1624	588
734	1626	586
735	1627	583
736	1629	581
737	1630	578
738	1632	576
739	1634	574
740	1636	571
741	1638	569
742	1640	567
743	1642	565
744	1644	562
745	1645	560
746	1647	557
747	1649	555
748	1651	553
749	1653	551
750	1654	548
751	1656	546
752	1658	543
753	1659	541
754	1661	539
755	1663	536
756	1665	534
757	1667	532
758	1669	529
759	1670	527
760	1672	525
761	1673	522
762	1675	520
763	1676	517
764	1678	515
765	1680	513
766	1682	511
767	1684	508
768	1686	506
769	1688	504
770	1690	502
771	1692	499
772	1694	497
773	1696	495
774	1698	493
775	1700	490
776	1701	488
777	1703	486
778	1705	483
779	1706	481
780	1708	479
781	1711	477
782	1712	474
783	1714	472
784	1716	470
785	1717	467
786	1719	465
787	1721	463
788	1722	460
789	1724	458
790	1726	456
791	1728	453
792	1730	451
793	1732	449
794	1733	447
795	1735	444
796	1737	442
797	1738	440
798	1740	437
799	1742	435
800	1744	433
801	1747	431
802	1748	429
803	1750	426
804	1752	424
805	1753	422
806	1755	419
807	1757	417
808	1759	415
809	1760	413
810	1762	410
811	1764	408
812	1765	406
813	1767	403
814	1769	401
815	1772	399
816	1774	397
817	1775	395
818	1777	392
819	1779	390
820	1780	388
821	1782	386
822	1784	383
823	1786	381
824	1788	379
825	1789	377
826	1791	374
827	1793	372
828	1794	370
829	1796	367
830	1798	365
831	1800	363
832	1802	361
833	1803	359
834	1805	356
835	1806	354
836	1808	352
837	1810	350
838	1812	347
839	1814	345
840	1816	343
841	1818	341
842	1819	338
843	1821	336
844	1823	334
845	1825	332
846	1826	329
847	1828	327
848	1830	325
849	1832	323
850	1834	321
851	1836	318
852	1838	316
853	1840	314
854	1841	312
855	1843	310
856	1845	307
857	1847	305
858	1848	303
859	1850	301
860	1852	299
861	1853	296
862	1855	294
863	1857	292
864	1859	290
865	1861	288
866	1863	285
867	1865	283
868	1866	281
869	1868	279
870	1870	276
871	1871	274
872	1873	272
873	1875	270
874	1877	268
875	1878	265
876	1880	263
877	1881	261
878	1883	259
879	1885	257
880	1886	254
881	1888	252
882	1891	250
883	1892	248
884	1894	246
885	1895	243
886	1897	241
887	1899	239
888	1900	237
889	1902	235
890	1904	233
891	1906	230
892	1908	228
893	1910	226
894	1911	224
895	1913	222
896	1915	219
897	1916	217
898	1918	215
899	1921	213
900	1922	211
901	1924	209
902	1925	206
903	1927	204
904	1929	202
905	1930	200
906	1932	198
907	1934	196
908	1936	193
909	1938	191
910	1940	189
911	1942	187
912	1944	185
913	1946	183
914	1948	180
915	1950	178
916	1952	176
917	1953	174
918	1955	172
919	1956	170
920	1958	167
921	1960	165
922	1962	163
923	1965	161
924	1967	159
925	1969	157
926	1970	155
927	1972	153
928	1974	150
929	1976	148
930	1978	146
931	1980	144
932	1982	142
933	1984	140
934	1985	138
935	1987	135
936	1989	133
937	1991	131
938	1992	129
939	1995	127
940	1997	125
941	1998	123
942	2000	120
943	2002	118
944	2004	116
945	2005	114
946	2007	112
947	2009	110
948	2011	108
949	2013	105
950	2015	103
951	2016	101
952	2018	99
953	2020	97
954	2021	95
955	2023	93
956	2025	91
957	2027	88
958	2029	86
959	2031	84
960	2033	82
961	2035	80
962	2036	78
963	2038	76
964	2040	74
965	2042	71
966	2044	69
967	2046	67
968	2048	65
969	2050	63
970	2052	61
971	2054	59
972	2056	57
973	2059	54
974	2060	52
975	2062	50
976	2063	48
977	2065	46
978	2067	44
979	2069	42
980	2071	40
981	2073	38
982	2074	35
983	2077	33
984	2078	31
985	2080	29
986	2082	27
987	2084	25
988	2086	23
989	2088	21
990	2090	18
991	2091	16
992	2093	14
993	2094	12
994	2096	10
995	2097	8
996	2100	6
997	2102	4
998	2103	2
999	2105	0
