iter	Passed	Remaining
335	950	1879
336	953	1875
337	955	1870
338	956	1865
339	958	1860
340	960	1855
341	961	1850
342	963	1845
343	965	1840
344	967	1836
345	969	1832
346	971	1827
347	972	1822
348	974	1817
349	975	1812
350	977	1807
351	978	1802
352	981	1798
353	983	1794
354	984	1789
355	986	1784
356	988	1779
357	989	1775
358	991	1770
359	993	1765
360	994	1761
361	997	1758
362	999	1753
363	1001	1749
364	1002	1744
365	1004	1740
366	1006	1735
367	1007	1731
368	1009	1726
369	1012	1723
370	1014	1719
371	1016	1715
372	1017	1710
373	1019	1706
374	1020	1701
375	1022	1697
376	1024	1693
377	1026	1689
378	1029	1686
379	1030	1682
380	1032	1677
381	1034	1673
382	1036	1669
383	1038	1665
384	1039	1660
385	1042	1658
386	1044	1654
387	1045	1649
388	1047	1645
389	1049	1640
390	1050	1636
391	1052	1632
392	1053	1627
393	1056	1624
394	1058	1620
395	1059	1616
396	1061	1612
397	1063	1608
398	1064	1603
399	1066	1599
400	1068	1595
401	1070	1591
402	1072	1588
403	1074	1584
404	1075	1580
405	1077	1576
406	1079	1572
407	1081	1568
408	1082	1564
409	1084	1561
410	1087	1559
411	1089	1555
412	1091	1551
413	1093	1547
414	1095	1543
415	1097	1540
416	1100	1538
417	1103	1536
418	1105	1533
419	1107	1529
420	1109	1525
421	1111	1522
422	1113	1518
423	1114	1514
424	1117	1511
425	1119	1507
426	1120	1503
427	1122	1499
428	1124	1496
429	1125	1492
430	1127	1488
431	1129	1484
432	1131	1481
433	1133	1478
434	1135	1474
435	1136	1470
436	1138	1466
437	1140	1462
438	1141	1459
439	1143	1455
440	1146	1452
441	1148	1449
442	1149	1445
443	1151	1442
444	1153	1438
445	1154	1434
446	1156	1430
447	1158	1426
448	1160	1423
449	1162	1420
450	1164	1417
451	1165	1413
452	1167	1409
453	1169	1406
454	1170	1402
455	1172	1398
456	1174	1395
457	1176	1392
458	1178	1388
459	1179	1385
460	1181	1381
461	1183	1377
462	1184	1374
463	1186	1370
464	1188	1367
465	1190	1364
466	1192	1361
467	1194	1357
468	1196	1354
469	1197	1350
470	1199	1347
471	1201	1343
472	1202	1340
473	1204	1337
474	1207	1334
475	1208	1330
476	1210	1327
477	1212	1323
478	1213	1320
479	1215	1316
480	1217	1313
481	1218	1309
482	1221	1307
483	1223	1304
484	1225	1301
485	1227	1298
486	1229	1295
487	1231	1291
488	1233	1288
489	1236	1286
490	1238	1283
491	1240	1280
492	1241	1277
493	1243	1273
494	1245	1270
495	1247	1267
496	1248	1263
497	1251	1261
498	1253	1258
499	1254	1254
500	1256	1251
501	1258	1248
502	1259	1244
503	1261	1241
504	1263	1238
505	1265	1235
506	1267	1232
507	1269	1229
508	1270	1225
509	1272	1222
510	1274	1219
511	1275	1216
512	1277	1213
513	1279	1209
514	1281	1207
515	1283	1204
516	1285	1201
517	1287	1197
518	1288	1194
519	1290	1191
520	1292	1187
521	1293	1184
522	1296	1182
523	1298	1179
524	1299	1175
525	1301	1172
526	1303	1169
527	1304	1166
528	1306	1163
529	1308	1160
530	1310	1157
531	1312	1154
532	1314	1151
533	1315	1148
534	1317	1144
535	1318	1141
536	1320	1138
537	1322	1135
538	1324	1132
539	1326	1129
540	1328	1126
541	1329	1123
542	1331	1120
543	1333	1117
544	1334	1114
545	1336	1111
546	1337	1108
547	1340	1105
548	1342	1102
549	1343	1099
550	1345	1096
551	1347	1093
552	1348	1090
553	1350	1087
554	1351	1083
555	1353	1080
556	1356	1078
557	1357	1075
558	1359	1072
559	1361	1069
560	1362	1066
561	1364	1063
562	1366	1060
563	1367	1057
564	1369	1054
565	1371	1051
566	1373	1049
567	1375	1046
568	1377	1043
569	1378	1039
570	1380	1036
571	1381	1033
572	1383	1030
573	1385	1028
574	1387	1025
575	1389	1022
576	1390	1019
577	1392	1016
578	1394	1013
579	1395	1010
580	1397	1007
581	1399	1005
582	1401	1002
583	1403	999
584	1404	996
585	1406	993
586	1408	990
587	1409	987
588	1411	984
589	1413	981
590	1415	979
591	1417	977
592	1419	974
593	1421	971
594	1422	968
595	1424	965
596	1426	962
597	1427	959
598	1430	957
599	1432	954
600	1434	952
601	1435	949
602	1437	946
603	1439	943
604	1440	940
605	1442	937
606	1444	935
607	1447	933
608	1448	930
609	1450	927
610	1452	924
611	1453	921
612	1455	918
613	1457	916
614	1460	914
615	1462	911
616	1466	910
617	1467	907
618	1469	904
619	1471	901
620	1472	898
621	1475	896
622	1477	893
623	1478	890
624	1480	888
625	1482	885
626	1483	882
627	1484	879
628	1486	876
629	1488	874
630	1490	871
631	1491	868
632	1493	865
633	1495	863
634	1496	860
635	1498	857
636	1499	854
637	1501	852
638	1503	849
639	1505	846
640	1507	844
641	1508	841
642	1510	838
643	1512	835
644	1513	833
645	1515	830
646	1517	827
647	1518	825
648	1520	822
649	1521	819
650	1523	816
651	1525	814
652	1527	811
653	1529	808
654	1530	806
655	1532	803
656	1534	800
657	1535	798
658	1537	795
659	1539	792
660	1540	790
661	1542	787
662	1544	784
663	1545	782
664	1547	779
665	1548	776
666	1550	774
667	1552	771
668	1553	768
669	1555	766
670	1557	763
671	1558	760
672	1560	758
673	1562	755
674	1564	753
675	1565	750
676	1567	747
677	1568	745
678	1570	742
679	1572	740
680	1574	737
681	1576	734
682	1577	732
683	1579	729
684	1581	727
685	1583	724
686	1585	722
687	1587	719
688	1589	717
689	1590	714
690	1592	712
691	1594	709
692	1595	707
693	1597	704
694	1600	702
695	1602	700
696	1604	697
697	1606	694
698	1607	692
699	1609	689
700	1611	687
701	1612	684
702	1614	682
703	1616	679
704	1617	676
705	1618	674
706	1620	671
707	1622	668
708	1623	666
709	1625	663
710	1627	661
711	1629	658
712	1630	656
713	1632	653
714	1633	651
715	1635	648
716	1637	646
717	1639	643
718	1641	641
719	1643	639
720	1645	636
721	1647	634
722	1648	631
723	1650	629
724	1652	626
725	1654	624
726	1655	621
727	1657	619
728	1659	616
729	1661	614
730	1663	612
731	1664	609
732	1666	607
733	1668	604
734	1670	602
735	1672	599
736	1673	597
737	1675	594
738	1677	592
739	1678	589
740	1680	587
741	1682	584
742	1684	582
743	1685	580
744	1687	577
745	1689	575
746	1691	572
747	1692	570
748	1694	567
749	1696	565
750	1697	562
751	1699	560
752	1701	557
753	1702	555
754	1704	553
755	1705	550
756	1707	548
757	1709	545
758	1710	543
759	1712	540
760	1713	538
761	1715	535
762	1717	533
763	1718	530
764	1720	528
765	1721	526
766	1723	523
767	1725	521
768	1726	518
769	1728	516
770	1730	513
771	1731	511
772	1733	508
773	1735	506
774	1736	504
775	1738	501
776	1740	499
777	1741	497
778	1743	494
779	1745	492
780	1747	489
781	1749	487
782	1750	485
783	1752	482
784	1754	480
785	1755	478
786	1757	475
787	1759	473
788	1760	470
789	1762	468
790	1764	466
791	1766	463
792	1767	461
793	1769	459
794	1771	456
795	1772	454
796	1774	451
797	1775	449
798	1777	447
799	1779	444
800	1781	442
801	1783	440
802	1785	437
803	1786	435
804	1788	433
805	1790	431
806	1792	428
807	1793	426
808	1795	423
809	1796	421
810	1798	419
811	1800	416
812	1801	414
813	1803	412
814	1805	409
815	1807	407
816	1808	405
817	1809	402
818	1811	400
819	1813	398
820	1814	395
821	1816	393
822	1818	391
823	1819	388
824	1821	386
825	1823	384
826	1826	382
827	1828	379
828	1830	377
829	1832	375
830	1833	372
831	1835	370
832	1837	368
833	1838	365
834	1840	363
835	1841	361
836	1844	359
837	1846	356
838	1847	354
839	1849	352
840	1853	350
841	1855	348
842	1856	345
843	1858	343
844	1859	341
845	1861	338
846	1863	336
847	1864	334
848	1866	331
849	1868	329
850	1869	327
851	1871	325
852	1873	322
853	1874	320
854	1876	318
855	1877	315
856	1879	313
857	1881	311
858	1882	309
859	1884	306
860	1886	304
861	1887	302
862	1889	299
863	1891	297
864	1892	295
865	1894	293
866	1896	290
867	1897	288
868	1899	286
869	1900	284
870	1902	281
871	1903	279
872	1905	277
873	1907	274
874	1908	272
875	1910	270
876	1912	268
877	1913	265
878	1915	263
879	1917	261
880	1918	259
881	1920	256
882	1921	254
883	1923	252
884	1925	250
885	1927	247
886	1928	245
887	1930	243
888	1932	241
889	1934	239
890	1936	236
891	1938	234
892	1940	232
893	1941	230
894	1943	228
895	1945	225
896	1946	223
897	1948	221
898	1949	219
899	1952	216
900	1954	214
901	1956	212
902	1957	210
903	1959	208
904	1960	205
905	1963	203
906	1965	201
907	1970	199
908	1972	197
909	1974	195
910	1977	193
911	1979	190
912	1981	188
913	1982	186
914	1985	184
915	1987	182
916	1989	180
917	1991	177
918	1994	175
919	1997	173
920	1998	171
921	2000	169
922	2002	167
923	2005	164
924	2008	162
925	2011	160
926	2014	158
927	2016	156
928	2018	154
929	2020	152
930	2022	149
931	2024	147
932	2026	145
933	2029	143
934	2030	141
935	2032	138
936	2037	137
937	2043	135
938	2046	132
939	2049	130
940	2051	128
941	2053	126
942	2056	124
943	2058	122
944	2060	119
945	2063	117
946	2067	115
947	2070	113
948	2071	111
949	2075	109
950	2077	107
951	2079	104
952	2080	102
953	2082	100
954	2084	98
955	2086	96
956	2087	93
957	2089	91
958	2091	89
959	2093	87
960	2095	85
961	2096	82
962	2098	80
963	2100	78
964	2101	76
965	2104	74
966	2106	71
967	2108	69
968	2109	67
969	2111	65
970	2113	63
971	2114	60
972	2116	58
973	2118	56
974	2121	54
975	2122	52
976	2124	50
977	2125	47
978	2127	45
979	2129	43
980	2131	41
981	2132	39
982	2134	36
983	2136	34
984	2138	32
985	2139	30
986	2141	28
987	2143	26
988	2144	23
989	2146	21
990	2148	19
991	2150	17
992	2151	15
993	2153	12
994	2155	10
995	2157	8
996	2159	6
997	2160	4
998	2162	2
999	2164	0
